compound,vol_pfu_pred,vol_pfu_std,gap_pred,gap_std,delta_H_pred,delta_H_std
PPd__s1,33.59110208358393,9.543745672593163,1.350241265485732,1.3649001230061324,-0.250809701,3.253697902230063
PPd__s2,33.81550251956577,9.259495618629325,1.2786289995528564,1.2869858026205687,-0.337870032,3.3304376306054624
PPd__s3,35.36192615318203,10.384168674353434,1.637676434369145,1.5185261073794767,-0.428306803,3.4541441136554734
PPd__s4,34.94221525289569,9.567899297929785,1.4356075537927344,1.3873738182335507,-0.306466566,3.379803780157978
PPd__s5,33.81547731033056,9.396874259,1.3774780191606997,1.3735278401964817,-0.365846351,3.320045797776638
PPd__s6,34.06589052461627,9.332754342048391,1.3809863524940331,1.377431036794313,-0.362045032,3.3200658079059977
PPd__s7,34.212407205218284,9.750437109611587,1.3773680191606996,1.3807331376937737,-0.354878366,3.3112385275774963
PPd__s8,34.02223969128294,9.398293045,1.3972135747162553,1.3878966586535637,-0.368386699,3.320054630840038
PPd__s9,34.11903080239406,9.469587938893431,1.3789413524940328,1.379445419041395,-0.365445032,3.3211166047891134
PPd__s10,34.10444510794961,9.331076133,1.3988720667797472,1.3895366412622157,-0.363178366,3.3192216530850343
PAg__s1,36.31333579090471,10.70364858199435,1.528558332920652,1.3075676720426554,-0.714157283,2.6159055414313115
PAg__s2,36.66791655187577,10.745603570232024,1.503631479625295,1.3107413220531743,-0.812258915,2.6616144772735324
PAg__s3,38.474241405540745,11.560953601248737,1.7496844743915885,1.3328262214740347,-0.860344846,2.7368062097081403
PAg__s4,38.23181188341937,11.112781759246246,1.5999931462919617,1.281555564416099,-0.846236897,2.682557841839796
PAg__s5,36.58473849,10.808916768523774,1.5820471542284695,1.316913238650401,-0.817695948,2.661976758
PAg__s6,36.982747615367835,11.020784657621629,1.578407868514184,1.319782651011212,-0.821093836,2.6655637833057746
PAg__s7,36.944673323345036,10.89475479492392,1.5660562018475173,1.3247530746467184,-0.810332725,2.626843284916978
PAg__s8,36.68279533253955,10.785223719057768,1.5961015864629018,1.3375225745160013,-0.841202169,2.662595203592304
PAg__s9,36.730900282034504,10.687845027648683,1.5691295351808507,1.3255288245152574,-0.828327169,2.666202506236997
PAg__s10,36.81571805981227,10.689254098208197,1.5886939796252948,1.3331112674978203,-0.826741455,2.6581905624211184
PCd__s1,42.33081317,11.454140505249415,1.4503288879988436,1.1281249171542773,-0.870742925,1.9521210256768926
PCd__s2,43.06180953027495,11.606324417677946,1.4253136126577128,1.2081457891936112,-1.031120795,2.0673757679197116
PCd__s3,45.476640404967405,13.125935733939288,1.6666637921975163,1.1936411897176384,-1.046342911,2.0900551352031482
