Ion_rad_avg,BP_avg,MP_avg,Density_avg,At_wt_avg,Cov_rad_avg,Ion_Energy_avg,Elec_Aff_avg,At_vol_avg,Thermal_expn_avg,Sp_heat_cap_avg,Therm_cond_avg,Elec_cond_avg,Heat_fusion_avg,Heat_vap_avg,Electronegativity_avg,At_num_avg,Period_avg,Group_avg,Ox_state_avg,Ion_rad_diff,BP_diff,MP_diff,Density_diff,At_wt_diff,Cov_rad_diff,Ion_Energy_diff,Elec_Aff_diff,At_vol_diff,Thermal_expn_diff,Sp_heat_cap_diff,Therm_cond_diff,Elec_cond_diff,Heat_fusion_diff,Heat_vap_diff,Electronegativity_diff,At_num_diff,Period_diff,Group_diff,Ox_state_diff,structure_encoded
0.905,3440.0,1479.5,7.525,98.92,1.205,648.05,60.0,13.715,9.1,0.305,56.75,9.899999999999999,13.745000000000001,386.435,1.49,42.0,5.0,6.0,2.5,0.5099999999999999,594.0,577.0,2.75,79.97999999999999,0.09000000000000008,219.89999999999998,20.0,14.030000000000001,7.8,0.22999999999999998,86.5,15.999999999999998,4.890000000000001,26.269999999999982,0.7799999999999998,30,2,6,1,1
1.17,2388.67,1391.575,11.925,103.115,1.01,1141.15,71.5,12.92,123.2,0.585,73.515,10.65,13.36,283.185,2.62,42.0,4.0,12.0,3.5,1.08,4622.66,2656.85,21.35,178.21,0.52,522.3,157.0,8.760000000000002,233.6,0.91,146.97,21.3,26.0,560.7900000000001,0.8399999999999999,70,4,6,1,1
1.02,3451.5,1895.9,10.93,112.655,1.6549999999999998,589.4,31.18,27.155,44.1,0.45,75.2,11.1,17.689999999999998,392.0,1.3599999999999999,47.0,5.0,4.0,4.0,0.98,4837.0,3118.2,20.14,147.11,0.7499999999999998,341.2,34.36,36.61,75.8,0.62,54.6,10.599999999999998,30.72,630.2,1.08,56,2,6,6,1
0.865,4501.5,2304.0,11.934999999999999,162.975,1.4849999999999999,648.0,55.0,16.645,3.15,0.165,37.7,5.05,21.85,513.5,1.315,67.0,6.0,4.0,4.0,0.45000000000000007,2457.0,1978.0,9.43,35.94999999999999,0.2899999999999998,226.0,10.0,11.49,6.3,0.04999999999999999,39.6,6.1,28.3,447.0,0.3700000000000001,12,0,2,2,1
1.005,1825.095,994.9,2.985,31.94,1.025,985.95,80.55,12.32,394.3,0.72,11.084999999999999,1.3,9.41,214.305,2.49,15.0,3.0,10.0,3.0,0.7899999999999999,3469.81,1880.2,3.1100000000000003,31.880000000000003,0.5900000000000001,655.9000000000001,121.1,3.3599999999999994,771.4,0.4,21.63,2.6,18.380000000000003,421.78999999999996,1.9,14,2,12,2,1
0.9199999999999999,3219.5,1620.0,4.03,65.65,1.595,624.9,-53.0,20.0,14.0,0.465,111.35,16.8,14.765,372.585,1.165,30.0,4.5,3.0,3.0,0.16000000000000003,2925.0,1016.0,4.96,51.14,0.29000000000000004,70.20000000000005,206.0,11.799999999999999,16.6,0.37,177.3,29.0,12.47,435.83000000000004,0.33000000000000007,20,1,2,2,1
1.0350000000000001,632.5,373.14,4.415,42.195,0.985,1293.7,164.0,10.899999999999999,915.1,0.605,58.015,14.45,3.82,59.285,2.815,19.5,3.0,14.5,1.5,0.5900000000000001,1095.0,639.1800000000001,5.43,46.39,0.53,774.6,328.0,3.4000000000000004,1769.8,0.42999999999999994,115.97,4.899999999999999,7.12,112.03,2.33,21,2,5,1,1
0.765,3123.5,1506.75,7.195,119.935,1.395,675.55,85.0,16.0,7.550000000000001,0.245,37.1,0.6,24.475,313.59000000000003,1.625,50.0,5.0,8.5,3.5,0.47,33.0,590.5,3.75,94.64999999999999,0.3500000000000001,173.10000000000002,70.0,4.799999999999999,3.7,0.15,45.599999999999994,1.2,14.650000000000002,41.420000000000016,0.7699999999999998,36,2,11,1,1
1.0699999999999998,2736.0,1091.5,4.16,90.1,1.6949999999999998,558.8,-53.0,23.285,13.75,0.42000000000000004,105.7,16.35,8.864999999999998,234.235,1.06,39.0,5.0,2.5,2.5,0.1399999999999999,1958.0,41.0,5.22,100.04,0.09000000000000008,62.0,206.0,5.229999999999997,17.1,0.46,188.6,29.900000000000002,0.6699999999999999,159.13000000000002,0.1200000000000001,38,2,1,1,1
0.7,3315.0,1597.85,4.55,49.925,1.2850000000000001,592.1,77.9,11.985,26.65,1.925,69.2,9.149999999999999,14.95,418.6,1.29,22.0,3.5,3.0,3.0,0.12,3400.0,2288.3,8.040000000000001,85.97,0.1100000000000001,143.79999999999995,36.2,2.2300000000000004,38.7,3.31,31.0,5.1,23.9,543.0,0.6200000000000001,38,3,4,4,1
0.8049999999999999,4261.5,2345.5,7.345000000000001,92.425,1.46,650.45,48.0,14.600000000000001,8.05,0.275,77.6,9.55,26.575,491.85,1.69,40.5,5.0,4.5,4.5,0.43000000000000005,1301.0,1101.0,5.750000000000001,7.030000000000001,0.32000000000000006,68.89999999999998,96.0,10.4,6.500000000000001,0.04999999999999999,120.8,15.5,18.85,197.09999999999997,0.9400000000000002,3,0,3,3,1
