Ion_rad_avg,BP_avg,MP_avg,Density_avg,At_wt_avg,Cov_rad_avg,Ion_Energy_avg,Elec_Aff_avg,At_vol_avg,Thermal_expn_avg,Sp_heat_cap_avg,Therm_cond_avg,Elec_cond_avg,Heat_fusion_avg,Heat_vap_avg,Electronegativity_avg,At_num_avg,Period_avg,Group_avg,Ox_state_avg,Ion_rad_diff,BP_diff,MP_diff,Density_diff,At_wt_diff,Cov_rad_diff,Ion_Energy_diff,Elec_Aff_diff,At_vol_diff,Thermal_expn_diff,Sp_heat_cap_diff,Therm_cond_diff,Elec_cond_diff,Heat_fusion_diff,Heat_vap_diff,Electronegativity_diff,At_num_diff,Period_diff,Group_diff,Ox_state_diff,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.035,632.5,373.14,4.415,42.195,0.985,1293.7,164.0,10.9,915.1,0.605,58.015,14.45,3.82,59.285,2.815,19.5,3.0,14.5,1.5,0.295,547.5,319.59,2.715,23.195,0.265,387.3,164.0,1.7,884.9,0.215,57.985,2.45,3.56,56.015,1.165,10.5,1.0,2.5,0.5,True,False,False,False,False,False,False,False,False,False
0.765,3123.5,1506.75,7.195,119.935,1.395,675.55,85.0,16.0,7.55,0.245,37.1,0.6,24.475,313.59,1.625,50.0,5.0,8.5,3.5,0.235,16.5,295.25,1.875,47.325,0.175,86.55,35.0,2.4,1.85,0.075,22.8,0.6,7.325,20.71,0.385,18.0,1.0,5.5,0.5,True,False,False,False,False,False,False,False,False,False
1.07,2736.0,1091.5,4.16,90.1,1.695,558.8,-53.0,23.285,13.75,0.42,105.7,16.35,8.865,234.235,1.06,39.0,5.0,2.5,2.5,0.07,979.0,20.5,2.61,50.02,0.045,31.0,103.0,2.615,8.55,0.23,94.3,14.95,0.335,79.565,0.06,19.0,1.0,0.5,0.5,True,False,False,False,False,False,False,False,False,False
0.7,3315.0,1597.85,4.55,49.925,1.285,592.1,77.9,11.985,26.65,1.925,69.2,9.15,14.95,418.6,1.29,22.0,3.5,3.0,3.0,0.06,1700.0,1144.15,4.02,42.985,0.055,71.9,18.1,1.115,19.35,1.655,15.5,2.55,11.95,271.5,0.31,19.0,1.5,2.0,2.0,True,False,False,False,False,False,False,False,False,False
0.805,4261.5,2345.5,7.345,92.425,1.46,650.45,48.0,14.6,8.05,0.275,77.6,9.55,26.575,491.85,1.69,40.5,5.0,4.5,4.5,0.215,650.5,550.5,2.875,3.515,0.16,34.45,48.0,5.2,3.25,0.025,60.4,7.75,9.425,98.55,0.47,1.5,0.0,1.5,1.5,True,False,False,False,False,False,False,False,False,False
0.87,3208.0,1541.5,8.06,101.965,1.395,646.5,60.0,14.545,6.5,0.305,58.95,9.95,11.945,331.65,1.505,44.0,5.0,6.0,2.5,0.22,65.0,226.5,0.84,43.035,0.235,111.5,10.0,7.845,6.5,0.115,41.05,7.95,4.245,41.65,0.375,17.0,1.0,3.0,0.5,True,False,False,False,False,False,False,False,False,False
0.88,2338.5,950.595,9.355,136.22,1.315,724.35,114.15,14.2,14.95,0.255,204.435,30.8,12.07,239.75,1.96,56.0,5.0,13.0,2.5,0.15,501.5,406.005,0.395,72.76,0.145,21.05,4.15,7.1,1.55,0.135,196.565,29.9,1.07,60.75,0.06,27.0,1.0,2.0,0.5,True,False,False,False,False,False,False,False,False,False
1.34,2509.5,946.0,9.535,174.69,1.555,562.15,40.0,19.795,14.95,0.16,32.0,3.8,5.985,226.045,1.585,71.0,6.0,8.0,2.0,0.25,763.5,369.0,2.315,29.69,0.075,27.15,10.0,2.595,14.95,0.03,14.1,1.8,1.715,63.955,0.455,10.0,0.0,5.0,1.0,True,False,False,False,False,False,False,False,False,False
1.425,1700.5,809.5,7.195,146.0,1.695,569.4,-69.0,25.45,26.2,0.215,24.815,5.3,6.235,149.495,1.495,59.5,5.5,7.5,1.5,0.165,45.5,232.5,4.655,58.38,0.215,19.9,99.0,8.25,3.7,0.085,21.285,0.3,1.965,12.595,0.545,21.5,0.5,5.5,0.5,True,False,False,False,False,False,False,False,False,False
0.675,2370.0,1313.865,5.835,56.635,1.285,782.2,10.0,9.92,19.4,0.455,68.95,9.75,12.99,270.25,1.595,26.0,4.0,8.0,3.0,0.065,1190.0,621.135,1.295,8.755,0.035,124.2,10.0,0.72,10.8,0.065,47.05,7.15,5.61,154.95,0.055,4.0,0.0,4.0,1.0,True,False,False,False,False,False,False,False,False,False
0.895,3725.5,1988.54,9.535,100.39,1.34,697.5,110.85,10.585,13.1,0.25,241.35,34.75,19.1,470.365,1.765,44.0,5.0,8.0,3.0,0.255,1289.5,753.46,0.965,7.48,0.0,33.5,14.85,0.285,5.8,0.02,187.65,28.15,7.8,219.735,0.165,3.0,0.0,3.0,2.0,True,False,False,False,False,False,False,False,False,False
0.84,2490.0,1156.295,9.325,133.955,1.31,730.65,90.0,14.0,13.2,0.27,53.935,9.4,13.595,276.15,1.95,55.0,5.0,12.0,2.5,0.19,653.0,611.705,0.425,75.025,0.15,27.35,20.0,7.3,0.2,0.15,46.065,8.5,2.595,97.15,0.07,28.0,1.0,3.0,0.5,True,False,False,False,False,False,False,False,False,False
1.305,1451.0,474.0,6.41,113.685,1.51,542.55,41.35,20.45,50.45,0.68,93.55,12.85,3.435,130.05,1.485,46.0,4.5,7.0,1.0,0.285,295.0,103.0,5.44,90.695,0.03,46.75,11.35,3.25,20.55,0.55,47.45,7.25,0.835,32.04,0.555,35.0,1.5,6.0,0.0,True,False,False,False,False,False,False,False,False,False
1.105,3170.0,1657.0,8.39,160.715,1.59,568.0,50.0,19.1,9.5,0.175,10.9,1.0,10.93,262.5,1.21,65.5,6.0,3.0,3.0,0.075,330.0,28.0,0.16,1.785,0.0,4.0,0.0,0.1,0.1,0.005,0.2,0.1,0.13,32.5,0.01,0.5,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False
0.56,3606.5,1898.0,7.13,55.96,1.075,809.7,-60.0,6.65,9.75,1.03,175.0,24.0,16.735,396.195,1.925,24.5,3.5,5.5,2.5,0.11,363.5,338.0,5.28,46.95,0.175,89.7,180.0,1.65,1.55,0.79,25.0,1.0,5.025,99.195,0.355,20.5,1.5,3.5,0.5,True,False,False,False,False,False,False,False,False,False
1.105,1326.44,417.48,12.45,203.895,1.48,861.25,55.0,16.495,38.9,0.135,21.82,2.9,3.53,118.6,2.165,81.0,6.0,13.0,2.0,0.085,696.56,183.17,1.1,3.305,0.01,145.75,55.0,1.675,10.1,0.005,13.48,1.9,1.24,59.3,0.165,1.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,False,False
0.765,2655.0,1453.5,2.3,79.685,1.26,721.2,-95.0,12.475,5.65,1.01,106.65,13.05,11.4,244.315,1.37,33.0,4.0,2.5,2.5,0.315,588.0,106.5,0.45,70.675,0.36,178.2,145.0,7.475,5.65,0.81,93.35,11.95,0.31,52.685,0.2,29.0,2.0,0.5,0.5,True,False,False,False,False,False,False,False,False,False
1.49,1971.425,1030.475,3.795,84.405,1.38,877.95,162.3,22.7,5.65,0.265,8.66,0.9,11.22,204.01,2.09,37.0,4.5,10.0,2.0,0.47,1639.575,764.525,0.675,4.505,0.24,261.95,162.3,2.9,5.65,0.035,8.54,0.9,5.93,189.29,0.87,2.0,0.5,7.0,1.0,True,False,False,False,False,False,False,False,False,False
0.635,4897.5,2965.5,15.855,143.38,1.275,745.0,90.0,8.915,6.35,0.185,162.0,20.6,28.58,458.985,2.32,59.5,5.5,7.5,4.5,0.035,927.5,729.5,3.445,40.47,0.025,25.0,30.0,0.615,1.85,0.055,12.0,2.4,6.82,36.405,0.04,14.5,0.5,1.5,1.5,True,False,False,False,False,False,False,False,False,False
0.565,3129.0,1897.0,13.695,134.58,1.21,890.45,152.48,12.47,25.05,0.225,44.82,10.15,17.415,326.96,2.375,55.0,5.0,12.0,4.0,0.065,2171.0,1403.0,8.905,55.62,0.05,50.45,42.48,3.98,19.95,0.095,42.78,2.15,11.875,300.64,0.175,21.0,1.0,4.0,0.0,True,False,False,False,False,False,False,False,False,False
0.63,4720.0,2676.0,10.47,96.99,1.295,687.5,103.0,9.585,6.85,0.255,85.35,10.75,26.21,628.935,1.9,42.5,5.0,6.5,4.0,0.01,295.0,66.0,1.9,4.08,0.045,23.5,7.0,1.285,0.45,0.015,31.65,4.15,0.69,61.165,0.3,1.5,0.0,1.5,1.0,True,False,False,False,False,False,False,False,False,False
0.93,2547.5,996.5,4.255,82.21,1.505,632.75,-90.0,17.32,15.0,0.605,83.7,11.9,9.075,220.7,1.215,35.0,4.5,2.5,2.5,0.21,1167.5,74.5,2.515,57.91,0.145,104.95,140.0,3.35,9.8,0.415,72.3,10.5,0.125,93.1,0.095,23.0,1.5,0.5,0.5,True,False,False,False,False,False,False,False,False,False
0.64,1893.0,1027.0,1.65,25.54,1.325,641.1,93.15,17.9,36.8,0.965,144.5,10.05,26.4,228.505,1.415,12.5,3.0,7.5,2.5,0.38,737.0,656.0,0.68,2.55,0.215,145.3,40.45,5.8,34.2,0.265,3.5,10.05,23.8,130.495,0.485,1.5,0.0,6.5,1.5,True,False,False,False,False,False,False,False,False,False
1.09,2748.0,1566.5,8.27,156.965,1.595,565.5,50.0,20.245,6.0,0.175,17.35,1.65,12.25,240.5,1.19,65.0,6.0,3.0,3.0,0.0,525.0,251.5,1.05,11.965,0.035,30.5,0.0,2.145,6.0,0.015,0.55,0.35,4.55,49.5,0.06,4.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False
1.445,1690.0,768.31,6.185,120.39,1.845,553.35,85.595,40.685,59.45,0.235,232.45,34.1,6.695,159.185,1.36,51.0,5.5,6.0,1.0,0.295,746.0,466.77,4.315,12.52,0.505,177.65,40.105,30.385,40.55,0.005,196.55,28.8,4.605,91.445,0.57,4.0,0.5,5.0,0.0,True,False,False,False,False,False,False,False,False,False
0.795,2115.5,904.5,6.005,111.98,1.395,737.95,122.48,19.42,22.5,0.255,9.97,5.0,6.62,158.16,1.84,47.5,5.0,9.5,3.5,0.295,1157.5,410.5,1.215,33.02,0.235,202.95,72.48,2.97,22.5,0.065,7.93,3.0,1.08,131.84,0.71,13.5,1.0,6.5,0.5,True,False,False,False,False,False,False,False,False,False
1.215,963.595,299.695,5.59,112.49,1.095,1008.6,125.55,17.65,396.7,0.52,4.07,0.45,5.61,91.205,2.73,45.5,4.0,15.5,2.5,0.185,873.405,244.895,4.16,96.49,0.365,305.3,15.55,3.65,383.3,0.4,3.8,0.45,5.39,87.795,0.71,37.5,2.0,0.5,0.5,True,False,False,False,False,False,False,False,False,False
0.84,3404.0,1506.0,7.32,98.38,1.41,641.15,37.0,13.95,8.6,0.32,46.35,6.35,11.92,341.065,1.48,42.5,5.0,5.5,3.0,0.29,381.0,302.0,0.55,42.53,0.24,118.15,13.0,6.85,3.2,0.13,33.85,4.85,1.88,8.435,0.35,16.5,1.0,2.5,0.0,True,False,False,False,False,False,False,False,False,False
1.205,1773.5,1047.0,5.28,155.185,1.84,552.95,-1.0,32.015,22.85,0.175,26.65,3.25,7.855,134.1,0.995,63.0,6.0,2.5,2.5,0.215,304.5,45.0,1.69,17.855,0.14,50.05,51.0,7.225,2.25,0.025,8.25,0.45,0.155,6.1,0.105,7.0,0.0,0.5,0.5,True,False,False,False,False,False,False,False,False,False
0.6,1696.5,1001.15,5.185,96.735,1.325,791.85,60.85,18.0,68.3,0.47,5.465,0.55,5.845,121.2,1.705,40.5,4.5,9.0,4.0,0.43,1143.5,683.85,3.365,65.765,0.265,219.85,10.85,1.0,58.7,0.3,5.235,0.55,5.215,108.8,0.485,25.5,1.5,6.0,1.0,True,False,False,False,False,False,False,False,False,False
0.85,2172.5,798.56,7.14,145.875,1.555,655.8,85.5,20.545,23.55,0.19,50.75,6.2,7.45,209.185,1.53,60.0,5.5,8.5,3.5,0.14,703.5,293.44,0.17,27.165,0.145,52.8,35.5,4.245,1.55,0.04,15.85,2.5,0.25,81.185,0.43,10.0,0.5,5.5,0.5,True,False,False,False,False,False,False,False,False,False
0.865,3388.5,1875.0,6.415,109.965,1.5,577.5,34.05,16.39,9.1,0.36,16.1,1.5,17.355,329.9,1.315,46.0,5.0,3.0,3.0,0.115,279.5,61.0,3.425,65.005,0.06,53.5,15.95,1.39,0.9,0.21,0.3,0.0,1.245,25.1,0.045,25.0,1.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False
0.63,4104.0,1797.96,11.28,125.335,1.3,669.9,44.5,11.35,13.0,0.255,49.05,4.95,20.795,496.53,1.655,52.0,5.0,9.0,4.0,0.01,1626.0,1495.04,5.37,55.615,0.04,91.1,15.5,0.45,6.7,0.115,8.45,3.15,15.205,240.47,0.155,21.0,1.0,4.0,1.0,True,False,False,False,False,False,False,False,False,False
0.625,3771.5,2101.5,10.2,78.345,1.21,719.35,90.5,7.545,10.7,0.34,70.65,7.3,20.1,439.75,1.905,35.5,4.5,8.5,4.5,0.065,766.5,375.5,1.3,19.655,0.06,17.35,20.5,0.955,2.7,0.1,20.05,7.3,2.9,62.25,0.005,7.5,0.5,1.5,2.5,True,False,False,False,False,False,False,False,False,False
1.075,2459.0,1179.3,6.275,100.395,1.575,624.15,33.15,23.17,18.55,0.295,209.7,31.75,10.575,220.35,1.395,42.5,5.0,6.5,2.0,0.345,381.0,177.3,2.685,36.935,0.405,121.25,85.15,16.07,2.05,0.095,191.3,28.95,2.565,80.15,0.505,13.5,1.0,4.5,0.0,True,False,False,False,False,False,False,False,False,False
0.815,2936.5,1990.5,7.715,109.935,1.39,623.0,50.0,13.44,10.2,0.325,23.75,2.65,19.8,318.85,1.44,46.0,5.0,4.0,4.0,0.275,713.5,172.5,1.605,58.995,0.17,27.0,0.0,4.66,1.8,0.165,6.95,1.35,3.0,127.85,0.19,23.0,1.0,1.0,1.0,True,False,False,False,False,False,False,False,False,False
1.175,565.095,324.53,5.04,64.205,1.07,1090.8,70.55,13.55,405.4,0.575,48.535,7.35,3.145,51.64,2.565,28.0,3.5,14.0,2.0,0.225,474.905,269.73,3.61,48.205,0.34,223.1,70.55,0.45,374.6,0.345,48.265,7.35,2.925,48.23,0.875,20.0,1.5,2.0,0.0,True,False,False,False,False,False,False,False,False,False
0.61,2629.0,1663.0,7.655,55.395,1.17,738.35,12.0,7.245,16.75,0.465,44.01,5.85,14.22,284.62,1.69,25.5,4.0,7.5,3.5,0.06,394.0,145.0,0.215,0.455,0.0,20.95,12.0,0.145,4.95,0.015,36.19,5.35,0.42,64.88,0.14,0.5,0.0,0.5,0.5,True,False,False,False,False,False,False,False,False,False
1.045,850.0,253.625,1.115,12.97,0.975,1100.6,193.9,12.85,923.0,2.2,42.365,11.85,1.63,75.185,2.48,6.0,2.0,9.0,1.0,0.285,765.0,200.075,0.585,6.03,0.255,580.4,134.1,0.25,877.0,1.38,42.335,0.15,1.37,71.915,1.5,3.0,0.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.285,927.09,312.935,1.87,21.195,1.11,885.65,204.3,15.0,23.0,2.03,42.355,5.85,3.105,78.65,2.07,10.0,2.5,9.0,1.0,0.525,687.91,140.765,1.34,14.255,0.12,365.45,144.5,1.9,23.0,1.55,42.345,5.85,0.105,68.45,1.09,7.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.36,973.425,359.825,1.825,43.42,1.185,830.05,192.2,19.35,23.0,1.905,42.41,5.85,4.145,80.91,1.97,19.0,3.0,9.0,1.0,0.6,641.575,93.875,1.295,36.48,0.045,309.85,132.4,6.25,23.0,1.675,42.29,5.85,1.145,66.19,0.99,16.0,1.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.48,1036.25,420.2,2.73,66.92,1.28,764.3,177.55,19.42,66.5,1.86,42.575,5.85,5.38,84.0,1.82,28.0,3.5,9.0,1.0,0.72,578.75,33.5,2.2,59.98,0.05,244.1,117.75,6.32,20.5,1.72,42.125,5.85,2.38,63.1,0.84,25.0,1.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.175,620.5,212.275,1.335,20.995,1.13,1088.4,190.35,18.15,935.5,1.025,70.515,16.05,1.43,50.64,2.455,10.0,2.5,9.0,1.0,0.155,535.5,158.725,0.365,1.995,0.41,592.6,137.65,5.55,864.5,0.205,70.485,4.05,1.17,47.37,1.525,1.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.415,697.59,271.585,2.09,29.22,1.265,873.45,200.75,20.3,35.5,0.855,70.505,10.05,2.905,54.105,2.045,14.0,3.0,9.0,1.0,0.395,458.41,99.415,1.12,6.23,0.275,377.65,148.05,3.4,35.5,0.375,70.495,10.05,0.305,43.905,1.115,3.0,0.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.49,743.925,318.475,2.045,51.445,1.34,817.85,188.65,24.65,35.5,0.73,70.56,10.05,3.945,56.365,1.945,23.0,3.5,9.0,1.0,0.47,412.075,52.525,1.075,28.455,0.2,322.05,135.95,0.95,35.5,0.5,70.44,10.05,1.345,41.645,1.015,12.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.61,806.75,378.85,2.95,74.945,1.435,752.1,174.0,24.72,79.0,0.685,70.725,10.05,5.18,59.455,1.795,32.0,4.0,9.0,1.0,0.59,349.25,7.85,1.98,51.955,0.105,256.3,121.3,1.02,8.0,0.545,70.275,10.05,2.58,38.555,0.865,21.0,1.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.42,559.0,195.175,1.28,29.05,1.375,1049.9,188.18,29.03,941.0,0.79,51.265,14.2,1.295,40.085,2.4,14.0,3.0,9.0,1.0,0.09,474.0,141.625,0.42,10.05,0.655,631.1,139.82,16.43,859.0,0.03,51.235,2.2,1.035,36.815,1.58,5.0,1.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.66,636.09,254.485,2.035,37.275,1.51,834.95,198.58,31.18,41.0,0.62,51.255,8.2,2.77,43.55,1.99,18.0,3.5,9.0,1.0,0.15,396.91,82.315,1.175,1.825,0.52,416.15,150.22,14.28,41.0,0.14,51.245,8.2,0.44,33.35,1.17,1.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.735,682.425,301.375,1.99,59.5,1.585,779.35,186.48,35.53,41.0,0.495,51.31,8.2,3.81,45.81,1.89,27.0,4.0,9.0,1.0,0.225,350.575,35.425,1.13,20.4,0.445,360.55,138.12,9.93,41.0,0.265,51.19,8.2,1.48,31.09,1.07,8.0,0.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.855,745.25,361.75,2.895,83.0,1.68,713.6,171.83,35.6,84.5,0.45,51.475,8.2,5.045,48.9,1.74,36.0,4.5,9.0,1.0,0.345,287.75,24.95,2.035,43.9,0.35,294.8,123.47,9.86,2.5,0.31,51.025,8.2,2.715,28.0,0.92,17.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.47,523.0,183.09,1.615,52.235,1.44,1042.0,187.445,34.25,945.5,0.59,29.115,29.9,1.3,36.235,2.4,23.0,3.5,9.0,1.0,0.14,438.0,129.54,0.085,33.235,0.72,639.0,140.555,21.65,854.5,0.23,29.085,17.9,1.04,32.965,1.58,14.0,1.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.71,600.09,242.4,2.37,60.46,1.575,827.05,197.845,36.4,45.5,0.42,29.105,23.9,2.775,39.7,1.99,27.0,4.0,9.0,1.0,0.1,360.91,70.23,0.84,25.01,0.585,424.05,150.955,19.5,45.5,0.06,29.095,23.9,0.435,29.5,1.17,10.0,1.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.785,646.425,289.29,2.325,82.685,1.65,771.45,185.745,40.75,45.5,0.295,29.16,23.9,3.815,41.96,1.89,36.0,4.5,9.0,1.0,0.175,314.575,23.34,0.795,2.785,0.51,368.45,138.855,15.15,45.5,0.065,29.04,23.9,1.475,27.24,1.07,1.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.905,709.25,349.665,3.23,106.185,1.745,705.7,171.095,40.82,89.0,0.25,29.325,23.9,5.05,45.05,1.74,45.0,5.0,9.0,1.0,0.295,251.75,37.035,1.7,20.715,0.415,302.7,124.205,15.08,2.0,0.11,28.875,23.9,2.71,24.15,0.92,8.0,0.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.535,514.5,177.545,1.785,75.955,1.535,1028.35,186.745,41.835,950.0,0.53,17.965,8.65,1.175,35.505,2.385,32.0,4.0,9.0,1.0,0.205,429.5,123.995,0.085,56.955,0.815,652.65,141.255,29.235,850.0,0.29,17.935,3.35,0.915,32.235,1.595,23.0,2.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.775,591.59,236.855,2.54,84.18,1.67,813.4,197.145,43.985,50.0,0.36,17.955,2.65,2.65,38.97,1.975,36.0,4.5,9.0,1.0,0.035,352.41,64.685,0.67,48.73,0.68,437.7,151.655,27.085,50.0,0.12,17.945,2.65,0.56,28.77,1.185,19.0,1.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.85,637.925,283.745,2.495,106.405,1.745,757.8,185.045,48.335,50.0,0.235,18.01,2.65,3.69,41.23,1.875,45.0,5.0,9.0,1.0,0.11,306.075,17.795,0.625,26.505,0.605,382.1,139.555,22.735,50.0,0.005,17.89,2.65,1.6,26.51,1.085,10.0,1.0,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.97,700.75,344.12,3.4,129.905,1.84,692.05,170.395,48.405,93.5,0.19,18.175,2.65,4.925,44.32,1.725,54.0,5.5,9.0,1.0,0.23,243.25,42.58,1.53,3.005,0.51,316.35,124.905,22.665,6.5,0.05,17.725,2.65,2.835,23.42,0.935,1.0,0.5,8.0,0.0,True,False,False,False,False,False,False,False,False,False
1.03,1462.5,705.075,5.33,41.23,0.945,1213.2,223.15,9.85,908.25,0.605,200.515,36.35,6.7,151.885,2.94,19.0,3.0,14.0,1.5,0.3,1377.5,651.525,3.63,22.23,0.225,467.8,104.85,2.75,891.75,0.215,200.485,24.35,6.44,148.615,1.04,10.0,1.0,3.0,0.5,True,False,False,False,False,False,False,False,False,False
1.24,1260.5,644.315,6.1,63.435,1.03,1206.0,226.85,11.45,909.45,0.525,214.515,37.45,5.78,126.95,2.955,28.0,3.5,14.0,1.0,0.09,1175.5,590.765,4.4,44.435,0.31,475.0,101.15,1.15,890.55,0.295,214.485,25.45,5.52,123.68,1.025,19.0,1.5,3.0,0.0,True,False,False,False,False,False,False,False,False,False
1.27,1539.59,764.385,6.085,49.455,1.08,998.25,233.55,12.0,8.25,0.435,200.505,30.35,8.175,155.35,2.53,23.0,3.5,14.0,1.5,0.54,1300.41,592.215,2.875,14.005,0.09,252.85,115.25,4.9,8.25,0.045,200.495,30.35,4.965,145.15,0.63,6.0,0.5,3.0,0.5,True,False,False,False,False,False,False,False,False,False
1.48,1337.59,703.625,6.855,71.66,1.165,991.05,237.25,13.6,9.45,0.355,214.505,31.45,7.255,130.415,2.545,32.0,4.0,14.0,1.0,0.33,1098.41,531.455,3.645,36.21,0.175,260.05,111.55,3.3,9.45,0.125,214.495,31.45,4.045,120.215,0.615,15.0,1.0,3.0,0.0,True,False,False,False,False,False,False,False,False,False
1.33,1684.59,754.875,11.255,116.21,1.165,1070.6,285.77,13.55,7.1,0.305,158.505,24.4,7.785,167.315,2.85,48.0,4.5,14.0,2.0,0.48,1445.41,582.705,8.045,80.76,0.175,180.5,63.03,3.35,7.1,0.175,158.495,24.4,4.575,157.115,0.31,31.0,1.5,3.0,1.0,True,False,False,False,False,False,False,False,False,False
1.345,1585.925,811.275,6.04,71.68,1.155,942.65,221.45,16.35,8.25,0.31,200.56,30.35,9.215,157.61,2.43,32.0,4.0,14.0,1.5,0.615,1254.075,545.325,2.92,8.22,0.015,197.25,103.15,9.25,8.25,0.08,200.44,30.35,3.925,142.89,0.53,3.0,0.0,3.0,0.5,True,False,False,False,False,False,False,False,False,False
1.555,1383.925,750.515,6.81,93.885,1.24,935.45,225.15,17.95,9.45,0.23,214.56,31.45,8.295,132.675,2.445,41.0,4.5,14.0,1.0,0.405,1052.075,484.565,3.69,13.985,0.1,204.45,99.45,7.65,9.45,0.0,214.44,31.45,3.005,117.955,0.515,6.0,0.5,3.0,0.0,True,False,False,False,False,False,False,False,False,False
1.405,1730.925,801.765,11.21,138.435,1.24,1015.0,273.67,17.9,7.1,0.18,158.56,24.4,8.825,169.575,2.75,57.0,5.0,14.0,2.0,0.555,1399.075,535.815,8.09,58.535,0.1,124.9,50.93,7.7,7.1,0.05,158.44,24.4,3.535,154.855,0.21,22.0,1.0,3.0,1.0,True,False,False,False,False,False,False,False,False,False
1.465,1648.75,871.65,6.945,95.18,1.25,876.9,206.8,16.42,51.75,0.265,200.725,30.35,10.45,160.7,2.28,41.0,4.5,14.0,1.5,0.735,1191.25,484.95,2.015,31.72,0.08,131.5,88.5,9.32,35.25,0.125,200.275,30.35,2.69,139.8,0.38,12.0,0.5,3.0,0.5,True,False,False,False,False,False,False,False,False,False
1.675,1446.75,810.89,7.715,117.385,1.335,869.7,210.5,18.02,52.95,0.185,214.725,31.45,9.53,135.765,2.295,50.0,5.0,14.0,1.0,0.525,989.25,424.19,2.785,9.515,0.005,138.7,84.8,7.72,34.05,0.045,214.275,31.45,1.77,114.865,0.365,3.0,0.0,3.0,0.0,True,False,False,False,False,False,False,False,False,False
1.525,1793.75,862.14,12.115,161.935,1.335,949.25,259.02,17.97,50.6,0.135,158.725,24.4,10.06,172.665,2.6,66.0,5.5,14.0,2.0,0.675,1336.25,475.44,7.185,35.035,0.005,59.15,36.28,7.77,36.4,0.005,158.275,24.4,2.3,151.765,0.06,13.0,0.5,3.0,1.0,True,False,False,False,False,False,False,False,False,False
0.37,1980.41,976.1,1.96,20.54,0.96,949.49,-19.79,10.25,40.65,1.265,100.135,12.5,6.72,153.5,2.075,10.0,2.5,9.0,4.0,0.08,1262.59,583.9,0.11,11.53,0.06,50.09,220.21,5.25,29.35,0.555,99.865,12.5,4.99,143.5,0.505,6.0,0.5,7.0,2.0,True,False,False,False,False,False,False,False,False,False
0.475,2100.5,1027.0,3.32,43.985,1.03,920.15,-22.52,10.725,28.15,1.07,101.02,16.5,8.625,161.66,2.06,19.0,3.0,9.0,3.0,0.025,1142.5,533.0,1.47,34.975,0.13,20.75,217.48,5.725,16.85,0.75,98.98,8.5,3.085,135.34,0.49,15.0,1.0,7.0,1.0,True,False,False,False,False,False,False,False,False,False
0.71,2252.0,1141.36,4.045,68.305,1.13,884.3,-24.925,12.75,15.05,1.01,101.175,12.5,14.6,173.815,1.835,28.0,3.5,9.0,3.0,0.26,991.0,418.64,2.195,59.295,0.23,15.1,215.075,7.75,3.75,0.81,98.825,12.5,2.89,123.185,0.265,24.0,1.5,7.0,1.0,True,False,False,False,False,False,False,False,False,False
1.06,735.095,488.4,1.585,20.15,1.045,1025.8,-44.45,13.985,402.4,0.97,78.135,11.2,4.585,65.505,2.375,10.0,2.5,9.0,2.0,0.34,644.905,433.6,0.155,4.15,0.315,288.1,185.55,0.015,377.6,0.05,77.865,11.2,4.365,62.095,1.065,2.0,0.5,7.0,0.0,True,False,False,False,False,False,False,False,False,False
0.505,1048.91,657.1,1.905,28.185,1.19,868.64,-14.79,14.735,47.4,0.865,78.135,11.2,5.34,68.8,1.945,14.0,3.0,9.0,4.0,0.215,331.09,264.9,0.165,3.885,0.17,130.94,215.21,0.765,22.6,0.155,77.865,11.2,3.61,58.8,0.635,2.0,0.0,7.0,2.0,True,False,False,False,False,False,False,False,False,False
