Ion_rad_avg,BP_avg,MP_avg,Density_avg,At_wt_avg,Cov_rad_avg,Ion_Energy_avg,Elec_Aff_avg,At_vol_avg,Thermal_expn_avg,Sp_heat_cap_avg,Therm_cond_avg,Elec_cond_avg,Heat_fusion_avg,Heat_vap_avg,Electronegativity_avg,At_num_avg,Period_avg,Group_avg,Ox_state_avg,Ion_rad_diff,BP_diff,MP_diff,Density_diff,At_wt_diff,Cov_rad_diff,Ion_Energy_diff,Elec_Aff_diff,At_vol_diff,Thermal_expn_diff,Sp_heat_cap_diff,Therm_cond_diff,Elec_cond_diff,Heat_fusion_diff,Heat_vap_diff,Electronegativity_diff,At_num_diff,Period_diff,Group_diff,Ox_state_diff,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.115,1458.0,882.36,4.39,107.61,1.635,709.35,11.075,27.1,20.65,0.25,2.94,2.5,12.845,93.765,1.525,45.0,5.0,9.0,3.0,0.145,197.0,159.64,1.85,19.99,0.275,159.85,179.075,6.6,1.85,0.05,0.59,2.5,4.645,43.135,0.575,7.0,0.0,7.0,1.0,False,False,False,True,False,False,False,False,False,False
1.41,1084.095,528.4,2.51,76.665,1.355,908.4,44.55,26.62,400.3,0.56,9.335,1.4,4.115,71.805,2.165,32.0,4.0,9.0,2.0,0.01,993.905,473.6,1.08,60.665,0.625,405.5,96.55,12.62,379.7,0.36,9.065,1.4,3.895,68.395,1.275,24.0,2.0,7.0,0.0,False,False,False,True,False,False,False,False,False,False
0.855,1397.91,697.1,2.83,84.7,1.5,751.24,74.21,27.37,45.3,0.455,9.335,1.4,4.87,75.1,1.735,36.0,4.5,9.0,4.0,0.565,680.09,304.9,0.76,52.63,0.48,248.34,126.21,11.87,24.7,0.255,9.065,1.4,3.14,65.1,0.845,20.0,1.5,7.0,2.0,False,False,False,True,False,False,False,False,False,False
0.96,1518.0,748.0,4.19,108.145,1.57,721.9,71.48,27.845,32.8,0.26,10.22,5.4,6.775,83.26,1.72,45.0,5.0,9.0,3.0,0.46,560.0,254.0,0.6,29.185,0.41,219.0,123.48,11.395,12.2,0.06,8.18,2.6,1.235,56.94,0.83,11.0,1.0,7.0,1.0,False,False,False,True,False,False,False,False,False,False
1.195,1669.5,862.36,4.915,132.465,1.67,686.05,69.075,29.87,19.7,0.2,10.375,1.4,12.75,95.415,1.495,54.0,5.5,9.0,3.0,0.225,408.5,139.64,1.325,4.865,0.31,183.15,121.075,9.37,0.9,0.0,8.025,1.4,4.74,44.785,0.605,2.0,0.5,7.0,1.0,False,False,False,True,False,False,False,False,False,False
1.055,1483.095,279.96,4.37,67.355,1.07,1011.25,131.05,15.15,401.0,0.575,33.435,4.35,3.71,146.89,2.7,29.0,3.5,15.0,3.0,0.345,1392.905,225.16,2.94,51.355,0.34,302.65,10.05,1.15,379.0,0.345,33.165,4.35,3.49,143.48,0.74,21.0,1.5,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.5,1796.91,448.66,4.69,75.39,1.215,854.09,160.71,15.9,46.0,0.47,33.435,4.35,4.465,150.185,2.27,33.0,4.0,15.0,5.0,0.21,1079.09,56.46,2.62,43.32,0.195,145.49,39.71,0.4,24.0,0.24,33.165,4.35,2.735,140.185,0.31,17.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.605,1917.0,499.56,6.05,98.835,1.285,824.75,157.98,16.375,33.5,0.275,34.32,8.35,6.37,158.345,2.255,42.0,4.5,15.0,4.0,0.105,959.0,5.56,1.26,19.875,0.125,116.15,36.98,0.075,11.5,0.045,32.28,0.35,0.83,132.025,0.295,8.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.84,2068.5,613.92,6.775,123.155,1.385,788.9,155.575,18.4,20.4,0.215,34.475,4.35,12.345,170.5,2.03,51.0,5.0,15.0,4.0,0.13,807.5,108.8,0.535,4.445,0.025,80.3,34.575,2.1,1.6,0.015,32.125,4.35,5.145,119.87,0.07,1.0,0.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
1.295,1056.595,327.725,6.39,111.6,1.1,1014.7,125.55,16.085,404.4,0.525,17.785,2.4,2.495,90.655,2.885,45.0,4.0,15.0,2.0,0.105,966.405,272.925,4.96,95.6,0.37,299.2,15.55,2.085,375.6,0.395,17.515,2.4,2.275,87.245,0.555,37.0,2.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.74,1370.41,496.425,6.71,119.635,1.245,857.54,155.21,16.835,49.4,0.42,17.785,2.4,3.25,93.95,2.455,49.0,4.5,15.0,4.0,0.45,652.59,104.225,4.64,87.565,0.225,142.04,45.21,1.335,20.6,0.29,17.515,2.4,1.52,83.95,0.125,33.0,1.5,1.0,2.0,False,False,False,True,False,False,False,False,False,False
0.845,1490.5,547.325,8.07,143.08,1.315,828.2,152.48,17.31,36.9,0.225,18.67,6.4,5.155,102.11,2.44,58.0,5.0,15.0,3.0,0.345,532.5,53.325,3.28,64.12,0.155,112.7,42.48,0.86,8.1,0.095,16.63,1.6,0.385,75.79,0.11,24.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
1.08,1642.0,661.685,8.795,167.4,1.415,792.35,150.075,19.335,23.8,0.165,18.825,2.4,11.13,114.265,2.215,67.0,5.5,15.0,3.0,0.11,381.0,61.035,2.555,39.8,0.055,76.85,40.075,1.165,5.0,0.035,16.475,2.4,6.36,63.635,0.115,15.0,0.5,1.0,1.0,False,False,False,True,False,False,False,False,False,False
1.07,635.095,373.765,4.28,40.695,0.99,1110.15,70.55,11.6,405.1,0.655,58.135,8.45,3.8,59.355,2.545,19.0,3.0,14.0,2.0,0.33,544.905,318.965,2.85,24.695,0.26,203.75,70.55,2.4,374.9,0.265,57.865,8.45,3.58,55.945,0.895,11.0,1.0,2.0,0.0,False,False,False,True,False,False,False,False,False,False
1.175,565.095,324.53,5.04,64.205,1.07,1090.8,70.55,13.55,405.4,0.575,48.535,7.35,3.145,51.64,2.565,28.0,3.5,14.0,2.0,0.225,474.905,269.73,3.61,48.205,0.34,223.1,70.55,0.45,374.6,0.345,48.265,7.35,2.925,48.23,0.875,20.0,1.5,2.0,0.0,False,False,False,True,False,False,False,False,False,False
1.21,360.035,144.555,7.49,108.295,1.11,1160.45,70.55,14.41,414.5,0.53,4.305,0.5,1.255,31.355,2.72,44.0,4.0,14.0,2.0,0.19,269.845,89.755,6.06,92.295,0.38,153.45,70.55,0.41,365.5,0.39,4.035,0.5,1.035,27.945,0.72,36.0,2.0,2.0,0.0,False,False,False,True,False,False,False,False,False,False
0.515,948.91,542.465,4.6,48.73,1.135,952.99,100.21,12.35,50.1,0.55,58.135,8.45,4.555,62.65,2.115,23.0,3.5,14.0,4.0,0.225,231.09,150.265,2.53,16.66,0.115,46.59,100.21,3.15,19.9,0.16,57.865,8.45,2.825,52.65,0.465,7.0,0.5,2.0,2.0,False,False,False,True,False,False,False,False,False,False
0.62,878.91,493.23,5.36,72.24,1.215,933.64,100.21,14.3,50.4,0.47,48.535,7.35,3.9,54.935,2.135,32.0,4.0,14.0,4.0,0.33,161.09,101.03,3.29,40.17,0.195,65.94,100.21,1.2,19.6,0.24,48.265,7.35,2.17,44.935,0.445,16.0,1.0,2.0,2.0,False,False,False,True,False,False,False,False,False,False
0.655,673.85,313.255,7.81,116.33,1.255,1003.29,100.21,15.16,59.5,0.425,4.305,0.5,2.01,34.65,2.29,48.0,4.5,14.0,4.0,0.365,43.97,78.945,5.74,84.26,0.235,3.71,100.21,0.34,10.5,0.285,4.035,0.5,0.28,24.65,0.29,32.0,1.5,2.0,2.0,False,False,False,True,False,False,False,False,False,False
0.62,1069.0,593.365,5.96,72.175,1.205,923.65,97.48,12.825,37.6,0.355,59.02,12.45,6.46,70.81,2.1,32.0,4.0,14.0,3.0,0.12,111.0,99.365,1.17,6.785,0.045,17.25,97.48,3.625,7.4,0.035,56.98,4.45,0.92,44.49,0.45,2.0,0.0,2.0,1.0,False,False,False,True,False,False,False,False,False,False
0.725,999.0,544.13,6.72,95.685,1.285,904.3,97.48,14.775,37.9,0.275,49.42,11.35,5.805,63.095,2.12,41.0,4.5,14.0,3.0,0.225,41.0,50.13,1.93,16.725,0.125,36.6,97.48,1.675,7.1,0.045,47.38,3.35,0.265,36.775,0.43,7.0,0.5,2.0,1.0,False,False,False,True,False,False,False,False,False,False
0.76,793.94,364.155,9.17,139.775,1.325,973.95,97.48,15.635,47.0,0.23,5.19,4.5,3.915,42.81,2.275,57.0,5.0,14.0,3.0,0.26,164.06,129.845,4.38,60.815,0.165,33.05,97.48,0.815,2.0,0.09,3.15,3.5,1.625,16.49,0.275,23.0,1.0,2.0,1.0,False,False,False,True,False,False,False,False,False,False
0.855,1220.5,707.725,6.685,96.495,1.305,887.8,95.075,14.85,24.5,0.295,59.175,8.45,12.435,82.965,1.875,41.0,4.5,14.0,3.0,0.115,40.5,14.995,0.445,31.105,0.055,18.6,95.075,5.65,5.7,0.095,56.825,8.45,5.055,32.335,0.225,11.0,0.5,2.0,1.0,False,False,False,True,False,False,False,False,False,False
0.96,1150.5,658.49,7.445,120.005,1.385,868.45,95.075,16.8,24.8,0.215,49.575,7.35,11.78,75.25,1.895,50.0,5.0,14.0,3.0,0.01,110.5,64.23,1.205,7.595,0.025,0.75,95.075,3.7,6.0,0.015,47.225,7.35,5.71,24.62,0.205,2.0,0.0,2.0,1.0,False,False,False,True,False,False,False,False,False,False
0.995,945.44,478.515,9.895,164.095,1.425,938.1,95.075,17.66,33.9,0.17,5.345,0.5,9.89,54.965,2.05,66.0,5.5,14.0,3.0,0.025,315.56,244.205,3.655,36.495,0.065,68.9,95.075,2.84,15.1,0.03,2.995,0.5,7.6,4.335,0.05,14.0,0.5,2.0,1.0,False,False,False,True,False,False,False,False,False,False
0.97,2176.17,1214.075,1.795,12.41,0.785,1101.45,10.0,10.95,122.35,1.035,13.515,0.0,11.48,255.295,2.54,6.0,2.0,14.0,3.0,0.74,2098.83,1150.925,0.545,1.6,0.035,300.85,17.0,6.35,117.65,0.005,13.485,0.0,11.12,252.505,0.5,1.0,0.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.2,2414.0,1341.15,2.08,20.89,0.94,906.15,49.35,10.8,65.85,0.9,13.615,0.0,11.615,260.1,2.115,10.0,2.5,14.0,4.0,0.03,1861.0,1023.85,0.26,10.08,0.12,105.55,22.35,6.2,61.15,0.13,13.385,0.0,10.985,247.7,0.075,5.0,0.5,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.405,2575.5,1727.5,4.06,42.865,1.01,873.8,52.0,8.85,10.05,0.68,38.5,1.9,25.15,270.1,2.1,19.0,3.0,14.0,3.0,0.175,1699.5,637.5,1.72,32.055,0.19,73.2,25.0,4.25,5.35,0.35,11.5,1.9,2.55,237.7,0.06,14.0,1.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.495,3067.5,1634.455,4.515,66.285,1.11,817.15,64.0,11.415,7.85,0.62,25.65,1.3,21.215,287.885,2.045,28.0,3.5,14.0,3.0,0.265,1207.5,730.545,2.175,55.475,0.29,16.55,37.0,6.815,3.15,0.41,1.35,1.3,1.385,219.915,0.005,23.0,1.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.63,3056.0,1454.795,6.045,109.895,1.14,751.95,68.5,12.95,9.05,0.575,17.435,0.45,16.8,343.4,2.03,44.0,4.0,14.0,3.0,0.4,1219.0,910.205,3.705,99.085,0.32,48.65,41.5,8.35,4.35,0.455,9.565,0.45,5.8,164.4,0.01,39.0,2.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
1.125,1408.67,498.325,1.975,20.495,0.965,989.95,19.0,13.65,131.55,0.97,118.515,18.85,5.53,146.795,2.325,10.0,2.5,14.0,3.0,0.585,1331.33,435.175,0.725,6.485,0.215,412.35,26.0,3.65,108.45,0.07,118.485,18.85,5.17,144.005,0.715,3.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.355,1646.5,625.4,2.26,28.975,1.12,794.65,58.35,13.5,75.05,0.835,118.615,18.85,5.665,151.6,1.9,14.0,3.0,14.0,4.0,0.185,1093.5,308.1,0.44,1.995,0.06,217.05,13.35,3.5,51.95,0.065,118.385,18.85,5.035,139.2,0.29,1.0,0.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.56,1808.0,1011.75,4.24,50.95,1.19,762.3,61.0,11.55,19.25,0.615,143.5,20.75,19.2,161.6,1.885,23.0,3.5,14.0,3.0,0.02,932.0,78.25,1.54,23.97,0.01,184.7,16.0,1.55,3.85,0.285,93.5,16.95,8.5,129.2,0.275,10.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.65,2300.0,918.705,4.695,74.37,1.29,705.65,73.0,14.115,17.05,0.555,130.65,20.15,15.265,179.385,1.83,32.0,4.0,14.0,3.0,0.11,440.0,14.795,1.995,47.39,0.11,128.05,28.0,4.115,6.05,0.345,106.35,17.55,4.565,111.415,0.22,19.0,1.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.785,2288.5,739.045,6.225,117.98,1.32,640.45,77.5,15.65,18.25,0.51,122.435,19.3,10.85,234.9,1.815,48.0,4.5,14.0,3.0,0.245,451.5,194.455,3.525,91.0,0.14,62.85,32.5,5.65,4.85,0.39,114.565,18.4,0.15,55.9,0.205,35.0,1.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
1.165,1277.67,183.035,3.58,41.865,1.005,990.55,11.0,14.55,129.85,0.705,20.315,0.9,2.975,129.425,2.425,19.0,3.0,14.0,3.0,0.545,1200.33,119.885,2.33,27.855,0.255,411.75,18.0,2.75,110.15,0.335,20.285,0.9,2.615,126.635,0.615,12.0,1.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.395,1515.5,310.11,3.865,50.345,1.16,795.25,50.35,14.4,73.35,0.57,20.415,0.9,3.11,134.23,2.0,23.0,3.5,14.0,4.0,0.225,962.5,7.19,2.045,19.375,0.1,216.45,21.35,2.6,53.65,0.2,20.185,0.9,2.48,121.83,0.19,8.0,0.5,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.6,1677.0,696.46,5.845,72.32,1.23,762.9,53.0,12.45,17.55,0.35,45.3,2.8,16.645,144.23,1.985,32.0,4.0,14.0,3.0,0.02,801.0,393.54,0.065,2.6,0.03,184.1,24.0,0.65,2.15,0.02,4.7,1.0,11.055,111.83,0.175,1.0,0.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.69,2169.0,603.415,6.3,95.74,1.33,706.25,65.0,15.015,15.35,0.29,32.45,2.2,12.71,162.015,1.93,41.0,4.5,14.0,3.0,0.07,309.0,300.495,0.39,26.02,0.07,127.45,36.0,3.215,4.35,0.08,8.15,0.4,7.12,94.045,0.12,10.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.825,2157.5,423.755,7.83,139.35,1.36,641.05,69.5,16.55,16.55,0.245,24.235,1.35,8.295,217.53,1.915,57.0,5.0,14.0,3.0,0.205,320.5,120.835,1.92,69.63,0.1,62.25,40.5,4.75,3.15,0.125,16.365,0.45,2.705,38.53,0.105,26.0,1.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
1.255,1213.67,246.465,4.28,64.415,1.095,980.3,11.0,16.5,136.05,0.635,40.815,1.7,1.81,114.565,2.41,28.0,3.5,14.0,3.0,0.455,1136.33,183.315,3.03,50.405,0.345,422.0,18.0,0.8,103.95,0.405,40.785,1.7,1.45,111.775,0.63,21.0,1.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.485,1451.5,373.54,4.565,72.895,1.25,785.0,50.35,16.35,79.55,0.5,40.915,1.7,1.945,119.37,1.985,32.0,4.0,14.0,4.0,0.315,898.5,56.24,2.745,41.925,0.19,226.7,21.35,0.65,47.45,0.27,40.685,1.7,1.315,106.97,0.205,17.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.69,1613.0,759.89,6.545,94.87,1.32,752.65,53.0,14.4,23.75,0.28,65.8,3.6,15.48,129.37,1.97,41.0,4.5,14.0,3.0,0.11,737.0,330.11,0.765,19.95,0.12,194.35,24.0,1.3,8.35,0.05,15.8,0.2,12.22,96.97,0.19,8.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.78,2105.0,666.845,7.0,118.29,1.42,696.0,65.0,16.965,21.55,0.22,52.95,3.0,11.545,147.155,1.915,50.0,5.0,14.0,3.0,0.02,245.0,237.065,0.31,3.47,0.02,137.7,36.0,1.265,10.55,0.01,28.65,0.4,8.285,79.185,0.135,1.0,0.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False
0.915,2093.5,487.185,8.53,161.9,1.45,630.8,69.5,18.5,22.75,0.175,44.735,2.15,7.13,202.67,1.9,66.0,5.5,14.0,3.0,0.115,256.5,57.405,1.22,47.08,0.01,72.5,40.5,2.8,9.35,0.055,36.865,1.25,3.87,23.67,0.12,17.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,False,False
1.65,911.67,320.075,6.55,109.195,1.115,995.8,11.5,17.25,134.95,0.585,23.065,2.8,2.315,82.44,2.54,44.0,4.0,14.0,2.0,0.06,834.33,256.925,5.3,95.185,0.365,406.5,18.5,0.05,105.05,0.455,23.035,2.8,1.955,79.65,0.5,37.0,2.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.88,1149.5,447.15,6.835,117.675,1.27,800.5,50.85,17.1,78.45,0.45,23.165,2.8,2.45,87.245,2.115,48.0,4.5,14.0,3.0,0.71,596.5,129.85,5.015,86.705,0.21,211.2,20.85,0.1,48.55,0.32,22.935,2.8,1.82,74.845,0.075,33.0,1.5,1.0,2.0,False,False,False,True,False,False,False,False,False,False
1.085,1311.0,833.5,8.815,139.65,1.34,768.15,53.5,15.15,22.65,0.23,48.05,4.7,15.985,97.245,2.1,57.0,5.0,14.0,2.0,0.505,435.0,256.5,3.035,64.73,0.14,178.85,23.5,2.05,7.25,0.1,1.95,0.9,11.715,64.845,0.06,24.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
1.175,1803.0,740.455,9.27,163.07,1.44,711.5,65.5,17.715,20.45,0.17,35.2,4.1,12.05,115.03,2.045,66.0,5.5,14.0,2.0,0.415,57.0,163.455,2.58,41.31,0.04,122.2,35.5,0.515,9.45,0.04,10.9,1.5,7.78,47.06,0.005,15.0,0.5,1.0,1.0,False,False,False,True,False,False,False,False,False,False
1.31,1791.5,560.795,10.8,206.68,1.47,646.3,70.0,19.25,21.65,0.125,26.985,3.25,7.635,170.545,2.03,82.0,6.0,14.0,2.0,0.28,45.5,16.205,1.05,2.3,0.01,57.0,40.0,2.05,8.25,0.005,19.115,2.35,3.365,8.455,0.01,1.0,0.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.21,3865.0,2754.0,2.295,20.05,0.94,936.4,127.95,8.34,1.8,0.705,74.85,0.035,77.6,537.0,2.225,10.0,2.5,14.0,4.0,0.05,1235.0,1071.0,0.035,8.04,0.17,150.0,5.65,3.76,0.8,0.005,73.15,0.035,27.4,178.0,0.325,4.0,0.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.345,4103.5,2518.25,3.79,42.31,0.995,924.25,121.15,9.09,3.35,0.515,30.8,0.035,68.4,524.65,2.28,19.0,3.0,14.0,4.0,0.185,996.5,1306.75,1.53,30.3,0.225,162.15,1.15,4.51,2.35,0.195,29.1,0.035,36.6,190.35,0.27,13.0,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.435,3988.0,2165.06,4.785,65.36,1.09,897.5,121.65,10.44,11.5,0.47,34.15,4.385,56.1,502.685,2.255,28.0,3.5,14.0,4.0,0.275,1112.0,1659.94,2.525,53.35,0.32,188.9,0.65,5.86,10.5,0.24,32.45,4.315,48.9,212.315,0.295,22.0,1.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.395,2868.5,1447.25,3.825,50.35,1.165,774.25,126.8,12.85,4.15,0.51,103.95,0.0,41.0,346.65,1.955,23.0,3.5,14.0,4.0,0.135,238.5,235.75,1.495,22.26,0.055,12.15,6.8,0.75,1.55,0.19,44.05,0.0,9.2,12.35,0.055,9.0,0.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.485,2753.0,1094.06,4.82,73.4,1.26,747.5,127.3,14.2,12.3,0.465,107.3,4.35,28.7,324.685,1.93,32.0,4.0,14.0,4.0,0.225,123.0,588.94,2.49,45.31,0.15,38.9,6.3,2.1,9.7,0.235,40.7,4.35,21.5,34.315,0.03,18.0,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.62,2991.5,858.31,6.315,95.66,1.315,735.35,120.5,14.95,13.85,0.275,63.25,4.35,19.5,312.335,1.985,41.0,4.5,14.0,4.0,0.09,115.5,353.19,0.995,23.05,0.095,26.75,0.5,1.35,8.15,0.045,3.35,4.35,12.3,21.965,0.025,9.0,0.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.625,2808.0,719.31,5.005,72.845,1.295,643.1,83.0,13.15,22.55,0.565,151.8,23.2,8.95,290.585,1.785,31.5,4.0,13.5,3.5,0.085,68.0,214.19,2.305,45.865,0.115,65.5,38.0,3.15,0.55,0.335,85.2,14.5,1.75,0.215,0.175,18.5,1.0,0.5,0.5,False,False,False,True,False,False,False,False,False,False
0.79,2985.0,1347.09,14.13,130.215,1.255,817.75,170.52,8.65,15.35,0.26,359.0,54.75,12.75,312.465,2.22,54.0,5.0,11.0,2.5,0.06,145.0,9.51,5.17,66.755,0.085,72.35,52.22,1.55,1.15,0.13,42.0,5.95,0.39,11.965,0.32,25.0,1.0,0.0,0.5,False,False,False,True,False,False,False,False,False,False
0.94,2638.0,1295.84,9.73,85.665,1.255,738.2,122.0,8.7,17.7,0.31,415.0,61.8,12.22,275.565,1.915,38.0,4.5,11.0,1.5,0.21,202.0,60.76,0.77,22.205,0.085,7.2,3.7,1.6,1.2,0.08,14.0,1.1,0.92,24.935,0.015,9.0,0.5,0.0,0.5,False,False,False,True,False,False,False,False,False,False
1.0,2783.0,1286.33,14.9,152.42,1.34,810.55,174.22,10.25,16.55,0.18,373.0,55.85,11.83,287.53,2.235,63.0,5.5,11.0,2.0,0.15,347.0,51.25,4.4,44.55,0.0,79.55,48.52,0.05,2.35,0.05,56.0,7.05,0.53,36.9,0.305,16.0,0.5,0.0,1.0,False,False,False,True,False,False,False,False,False,False
0.725,2028.0,598.925,7.22,92.05,1.33,807.5,60.5,12.75,26.1,0.31,91.3,12.8,7.29,202.835,1.805,40.0,4.5,13.0,3.0,0.015,848.0,93.805,0.09,26.66,0.08,98.9,60.5,3.55,4.1,0.08,24.7,4.1,0.09,87.535,0.155,10.0,0.5,1.0,1.0,False,False,False,True,False,False,False,False,False,False
0.64,1960.0,813.115,4.915,46.185,1.215,742.0,22.5,9.6,26.65,0.645,176.5,27.3,9.04,203.05,1.63,21.5,3.5,12.5,2.5,0.1,780.0,120.385,2.215,19.205,0.035,164.4,22.5,0.4,3.55,0.255,60.5,10.4,1.66,87.75,0.02,8.5,0.5,0.5,0.5,False,False,False,True,False,False,False,False,False,False
0.58,2609.0,618.21,4.305,48.35,1.22,578.2,37.0,10.9,21.4,0.635,138.8,19.75,8.145,273.43,1.71,22.0,3.5,13.0,3.0,0.04,131.0,315.29,1.605,21.37,0.04,0.6,8.0,0.9,1.7,0.265,98.2,17.95,2.555,17.37,0.1,9.0,0.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.87,2356.5,524.855,8.53,163.845,1.435,705.95,115.5,18.8,17.7,0.175,37.235,4.8,9.1,234.685,1.99,66.5,5.5,14.5,3.5,0.16,519.5,19.735,1.22,45.135,0.025,2.65,5.5,2.5,4.3,0.055,29.365,3.9,1.9,55.685,0.03,16.5,0.5,0.5,0.5,False,False,False,True,False,False,False,False,False,False
0.665,3122.5,1775.5,10.45,82.555,1.215,770.85,85.5,7.745,12.6,0.34,81.25,12.3,16.97,385.4,2.055,37.0,4.5,10.0,2.0,0.025,117.5,49.5,1.55,23.865,0.065,34.15,25.5,1.155,0.8,0.1,9.45,2.3,0.23,7.9,0.145,9.0,0.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
0.66,3552.5,1884.05,15.175,126.885,1.225,803.35,158.15,7.845,11.1,0.285,81.15,12.0,18.43,443.975,2.095,53.0,5.0,10.0,3.0,0.03,547.5,158.05,6.275,68.195,0.075,66.65,47.15,1.255,2.3,0.155,9.55,2.6,1.23,66.475,0.185,25.0,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False
0.635,3670.0,1933.55,16.725,150.75,1.29,837.5,132.65,9.0,10.3,0.185,71.7,9.7,18.2,451.875,2.24,62.0,5.5,10.0,3.0,0.005,430.0,108.55,4.725,44.33,0.01,32.5,72.65,0.1,1.5,0.055,0.1,0.3,1.46,58.575,0.04,16.0,0.5,0.0,1.0,False,False,False,True,False,False,False,False,False,False
0.595,3131.5,1816.5,9.935,81.135,1.225,782.15,42.0,8.0,11.8,0.345,76.0,10.6,15.27,371.4,2.015,36.0,4.5,9.0,2.5,0.045,108.5,8.5,2.065,25.285,0.055,22.85,18.0,0.9,0.0,0.105,4.2,0.6,1.47,21.9,0.185,10.0,0.5,1.0,0.5,False,False,False,True,False,False,False,False,False,False
0.59,3561.5,1925.05,14.66,125.465,1.235,814.65,114.65,8.1,10.3,0.29,75.9,10.3,16.73,429.975,2.055,52.0,5.0,9.0,3.5,0.04,538.5,117.05,6.79,69.615,0.065,55.35,90.65,1.0,1.5,0.16,4.3,0.9,2.93,80.475,0.225,26.0,1.0,1.0,0.5,False,False,False,True,False,False,False,False,False,False
0.735,2368.0,704.515,7.0,120.235,1.405,771.15,111.0,17.265,16.5,0.22,45.45,5.65,13.515,179.17,2.005,50.5,5.0,14.5,3.5,0.025,508.0,199.395,0.31,1.525,0.005,62.55,10.0,0.965,5.5,0.01,21.15,3.05,6.315,111.2,0.045,0.5,0.0,0.5,0.5,False,False,False,True,False,False,False,False,False,False
0.895,3429.0,1419.5,7.835,99.525,1.405,642.9,60.0,13.685,9.1,0.305,55.7,9.65,12.695,343.55,1.5,42.5,5.0,6.0,2.5,0.245,286.0,348.5,1.065,40.595,0.245,115.1,10.0,6.985,3.9,0.115,44.3,8.25,3.495,29.75,0.38,15.5,1.0,3.0,0.5,False,False,False,True,False,False,False,False,False,False
0.635,2810.5,1035.46,7.405,64.325,1.21,668.4,49.5,9.25,16.35,0.395,70.3,9.85,10.89,314.68,1.845,29.0,4.0,11.0,2.5,0.015,332.5,732.54,1.495,5.395,0.05,89.6,20.5,2.55,3.35,0.025,29.7,8.05,5.3,58.62,0.035,2.0,0.0,2.0,0.5,False,False,False,True,False,False,False,False,False,False
0.99,4198.5,1599.5,6.64,115.67,1.55,593.9,50.0,17.385,5.45,0.235,17.05,1.85,15.1,452.15,1.225,49.0,5.5,3.5,3.5,0.15,483.5,528.5,0.13,24.45,0.1,66.1,0.0,3.285,0.25,0.045,5.65,0.45,5.9,138.35,0.105,9.0,0.5,0.5,0.5,False,False,False,True,False,False,False,False,False,False
1.265,1094.5,353.9,0.915,31.045,1.785,457.3,50.53,34.58,76.5,0.995,121.75,18.25,2.465,87.455,0.875,15.0,3.5,1.0,1.0,0.245,61.5,17.1,0.055,8.055,0.245,38.5,2.17,10.88,5.5,0.235,19.25,1.85,0.135,10.555,0.055,4.0,0.5,0.0,0.0,False,False,False,True,False,False,False,False,False,False
1.135,1324.0,395.25,0.695,23.02,1.63,469.5,54.08,29.28,64.0,2.17,93.6,14.05,2.665,112.0,0.9,11.0,3.0,1.0,1.0,0.375,291.0,58.45,0.165,16.08,0.4,50.7,5.72,16.18,18.0,1.41,8.9,2.35,0.335,35.1,0.08,8.0,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False
